mitra_id,kode_mitra,akun_id,diverifikasi_oleh_admin_id,lokasi_id,jenis_mitra_id,status_mitra_id,skala_kerjasama_id,nama_mitra,nama_badan_hukum,nib,npwp,nama_pic,jabatan_pic,kontak_pic,email_pic,alamat_mitra,wilayah_operasional,deskripsi_dukungan,logo_url,foto_cover_url,status_verified,is_deleted,deleted_at,archived_at,created_at,updated_at
MTR000488,MITRA-2026-00488,AKUN005738,ADM000077,LOK004725,JM06,AKTIF,LOKAL,Koperasi Tumbuh Bersama,Koperasi Tumbuh Bersama,2210935332930,,Fitri Ryannareta,Kepala Divisi UMKM,089573832857,koperasi-tumbuh-bersama.cs@mitra.id,"Jl. Setiabudi No. 92 RT 11/RW 12, kantor operasional Koperasi Tumbuh Bersama",Jawa-Bali,"Koperasi Tumbuh Bersama membuka program kolaborasi untuk UMKM pada bidang legalitas usaha, pendampingan bisnis dengan bentuk dukungan konsultasi legal, kurasi produk, mentoring, klinik konsultasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000488.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000488.webp,true,false,,,2025-05-08 00:11:51,2025-07-14 00:11:51
MTR000489,MITRA-2026-00489,AKUN005739,ADM000194,LOK004748,JM11,AKTIF,LOKAL,Koperasi Kampus Wirausaha,Koperasi Kampus Wirausaha,2116469299479,10.164.468.4-732.134,Nadia Herfina,Koordinator Kemitraan,0857835777966,info-koperasi-kampus-wirausaha@mitra.id,"Jl. Mangga No. 225 RT 02/RW 07, kantor operasional Koperasi Kampus Wirausaha",Jawa Tengah,"Koperasi Kampus Wirausaha membuka program kolaborasi untuk UMKM pada bidang distribusi, pemasaran dengan bentuk dukungan kurasi produk, pendampingan konten, kemitraan penjualan.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000489.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000489.webp,true,false,,,2025-10-12 05:44:19,2025-11-27 05:44:19
MTR000490,MITRA-2026-00490,AKUN005740,ADM000236,LOK004771,JM04,AKTIF,KABUPATEN,Institut Kolaborasi Karya,Institut Kolaborasi Karya Mandiri,1324433431873,10.149.565.5-015.587,Arif Wicaksono,PIC CSR,087781605884,institut-kolaborasi-karya.cs@co.id,"Jl. Wijaya Kusuma KM 8.9, RT 03/RW 05, kantor operasional Institut Kolaborasi Karya",Nasional,"Institut Kolaborasi Karya membuka program kolaborasi untuk UMKM pada bidang pelatihan, digitalisasi, pendampingan bisnis, riset produk dengan bentuk dukungan klinik konsultasi, kurasi produk.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000490.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000490.webp,true,false,,,2025-08-28 20:55:13,2025-11-07 20:55:13
MTR000491,MITRA-2026-00491,AKUN005741,ADM000077,LOK004794,JM01,AKTIF,LOKAL,Badan Akselerasi Digital,Badan Akselerasi Digital Mandiri,,,Rahayu Herlambang,Business Development,0853593669348,admin91.badan-akselerasi-digital@or.id,"Pasar Grogol Los B-193, kantor operasional Badan Akselerasi Digital",Jawa Tengah,"Badan Akselerasi Digital membuka program kolaborasi untuk UMKM pada bidang sertifikasi produk, pendampingan bisnis, pelatihan dengan bentuk dukungan konsultasi legal, pendampingan konten, kelas pelatihan, kurasi produk.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000491.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000491.webp,true,false,,,2024-01-03 16:05:45,2024-03-16 16:05:45
MTR000492,MITRA-2026-00492,AKUN005742,,LOK004817,JM01,MENUNGGU_VERIFIKASI,LOKAL,Badan Riset dan Inovasi,Badan Riset dan Inovasi Mandiri,,20.132.368.7-555.059,Rifqi Setyowati,Manajer Program,085858374936,usaha92.badan-riset-dan-inovasi@or.id,"Jl. Ir. Soekarno No. 43 RT 13/RW 07, kantor operasional Badan Riset dan Inovasi",Jawa-Bali,"Badan Riset dan Inovasi berperan sebagai mitra pendamping yang menyediakan fasilitasi sertifikasi, kurasi produk bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000492.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000492.webp,false,false,,,2025-11-21 07:42:02,2026-01-08 07:42:02
MTR000493,MITRA-2026-00493,AKUN005743,ADM000204,LOK004840,JM03,AKTIF,PROVINSI,CV Digital Niaga,CV Digital Niaga,2155959232534,,Citra Asih,Kepala Divisi UMKM,08512724976,cv-digital-niaga.admin@ac.id,"Jl. Raya Solo-Jogja Gang Srikandi No. 76, kantor operasional CV Digital Niaga",Jawa-Bali,"CV Digital Niaga berperan sebagai mitra pendamping yang menyediakan kemitraan penjualan, pendampingan konten, kurasi produk bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000493.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000493.webp,true,false,,,2025-08-06 11:45:48,2025-08-08 11:45:48
MTR000494,MITRA-2026-00494,AKUN005744,ADM000014,LOK004863,JM06,AKTIF,PROVINSI,Koperasi Akses Modal Mandiri,Koperasi Akses Modal Mandiri,,96.288.320.9-547.246,Rizka Wahyuni,Koordinator Kemitraan,0857482163954,koperasi-akses-modal-mandiri.order@corp.id,"Sentra UMKM Pucangsawit, Kios G133, kantor operasional Koperasi Akses Modal Mandiri",Nasional,"Koperasi Akses Modal Mandiri membuka program kolaborasi untuk UMKM pada bidang pendampingan bisnis, permodalan, legalitas usaha dengan bentuk dukungan pinjaman lunak, kurasi produk.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000494.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000494.webp,true,false,,,2024-11-26 12:08:16,2025-02-02 12:08:16
MTR000495,MITRA-2026-00495,AKUN005745,ADM000011,LOK004886,JM07,AKTIF,LOKAL,PT Konsultan Legal UMKM,PT Konsultan Legal UMKM,1479368581344,74.083.367.1-092.735,Dwi Pramono,Kepala Divisi UMKM,08231976924,pt-konsultan-legal-umkm.halo@gmail.com,"Jl. Kapten Mulyadi Kav. 110 Blok G, kantor operasional PT Konsultan Legal UMKM",Kabupaten/Kota,"PT Konsultan Legal UMKM membuka program kolaborasi untuk UMKM pada bidang digitalisasi, pemasaran, promosi digital dengan bentuk dukungan akses marketplace, promosi digital.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000495.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000495.webp,true,false,,,2026-01-23 01:13:47,2026-02-14 01:13:47
MTR000496,MITRA-2026-00496,AKUN005746,,LOK004909,JM09,NONAKTIF,NASIONAL,Lembaga Kreasi Muda,Lembaga Kreasi Muda Mandiri,1485867095874,,Rasyid Fitriani,Kepala Divisi UMKM,0822509306750,lembaga-kreasi-muda.order@or.id,"Jl. Tanjung Kav. 176 Blok E, kantor operasional Lembaga Kreasi Muda",Solo Raya,"Lembaga Kreasi Muda membuka program kolaborasi untuk UMKM pada bidang pendampingan bisnis, digitalisasi dengan bentuk dukungan promosi digital, pendampingan konten, klinik konsultasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000496.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000496.webp,false,false,,,2025-12-22 17:14:02,2026-02-12 17:14:02
MTR000497,MITRA-2026-00497,AKUN005747,ADM000212,LOK004932,JM01,AKTIF,PROVINSI,UPT Pelatihan Wirausaha,UPT Pelatihan Wirausaha Mandiri,3101031524670,,Prayuda Azarel,PIC CSR,0897386506648,kontak-upt-pelatihan-wirausaha@mitra.id,"Sentra UMKM Colomadu, Kios B32, kantor operasional UPT Pelatihan Wirausaha",Nasional,"UPT Pelatihan Wirausaha membuka program kolaborasi untuk UMKM pada bidang pelatihan, sertifikasi produk, pendampingan bisnis dengan bentuk dukungan kurasi produk, konsultasi legal.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000497.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000497.webp,true,false,,,2025-05-08 15:18:16,2025-07-17 15:18:16
MTR000498,MITRA-2026-00498,AKUN005748,,LOK004955,JM09,DITOLAK,PROVINSI,Inkubator UMKM Naik Kelas,Inkubator UMKM Naik Kelas Mandiri,9104457084684,,Dhea Syakira,Kepala Divisi UMKM,085660934282,inkubator-umkm-naik-kelas.order@go.id,"Kompleks Ruko Solo Baru Blok E No. 90, kantor operasional Inkubator UMKM Naik Kelas",Jawa-Bali,"Inkubator UMKM Naik Kelas mendukung UMKM melalui klinik konsultasi, promosi digital, kurasi produk, kelas pelatihan pada bidang riset produk, pendampingan bisnis. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000498.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000498.webp,false,false,,,2026-03-21 22:07:14,2026-04-07 22:07:14
MTR000499,MITRA-2026-00499,AKUN005749,ADM000194,LOK004978,JM11,AKTIF,KABUPATEN,Koperasi Kemitraan Lokal,Koperasi Kemitraan Lokal,,71.334.676.5-035.858,Rizal Ramdani,Koordinator Kemitraan,08773027654,kontak99.koperasi-kemitraan-lokal@or.id,"Sentra UMKM Beringharjo, Kios E106, kantor operasional Koperasi Kemitraan Lokal",Solo Raya,"Koperasi Kemitraan Lokal membuka program kolaborasi untuk UMKM pada bidang distribusi, pemasaran, permodalan dengan bentuk dukungan kurasi produk, kemitraan penjualan.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000499.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000499.webp,true,false,,,2024-05-16 00:33:28,2024-06-02 00:33:28
MTR000500,MITRA-2026-00500,AKUN005750,ADM000165,LOK005001,JM01,AKTIF,EKSPOR,Badan Logistik Rakyat,Badan Logistik Rakyat Mandiri,2128717981949,45.173.602.6-739.181,Gilang Wulandari,Business Development,088892134645,badan-logistik-rakyat.kemitraan@mitra.id,"Jl. Tentara Pelajar Kav. 166 Blok H, kantor operasional Badan Logistik Rakyat",Jawa-Bali,"Badan Logistik Rakyat mendukung UMKM melalui kelas pelatihan, kurasi produk, pendampingan konten, fasilitasi sertifikasi pada bidang sertifikasi produk, pelatihan. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000500.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000500.webp,true,false,,,2024-06-27 21:37:59,2024-08-02 21:37:59
MTR000501,MITRA-2026-00501,AKUN005751,ADM000109,LOK005024,JM09,AKTIF,KABUPATEN,Lembaga Bina Usaha,Lembaga Bina Usaha Mandiri,1834095324358,38.319.697.7-085.012,Ayu Pawestri,Business Development,088185061146,lembaga-bina-usaha501@corp.id,"Jl. Raya Kartasura Gang Kenanga No. 113, kantor operasional Lembaga Bina Usaha",Kabupaten/Kota,"Lembaga Bina Usaha membuka program kolaborasi untuk UMKM pada bidang pemasaran, pendampingan bisnis, riset produk dengan bentuk dukungan mentoring, pendampingan konten.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000501.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000501.webp,true,false,,,2024-06-04 16:37:11,2024-06-24 16:37:11
MTR000502,MITRA-2026-00502,AKUN005752,ADM000001,LOK005047,JM07,AKTIF,NASIONAL,Marketplace Pangan Berdaya,Marketplace Pangan Berdaya Mandiri,1343784475536,,Rendra Wibowo,Kepala Divisi UMKM,089610361138,cs.marketplace-pangan-berdaya@mitra.id,"Jl. Tanjung Gang Arjuna No. 231, kantor operasional Marketplace Pangan Berdaya",Solo Raya,"Marketplace Pangan Berdaya berperan sebagai mitra pendamping yang menyediakan akses marketplace, kurasi produk bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000502.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000502.webp,true,false,,,2025-10-17 09:14:39,2025-11-29 09:14:39
MTR000503,MITRA-2026-00503,AKUN005753,,LOK005070,JM06,MENUNGGU_VERIFIKASI,NASIONAL,Bank Klinik Bisnis Rakyat,Bank Klinik Bisnis Rakyat Mandiri,1858389594766,,Titin Rahmawati,PIC CSR,089558123645,bank-klinik-bisnis-rakyat.kemitraan@or.id,"Sentra UMKM Nusukan, Kios E67, kantor operasional Bank Klinik Bisnis Rakyat",Kabupaten/Kota,"Bank Klinik Bisnis Rakyat mendukung UMKM melalui konsultasi legal, pendampingan konten, mentoring, klinik konsultasi pada bidang pendampingan bisnis, permodalan, legalitas usaha. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000503.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000503.webp,false,false,,,2024-07-21 15:27:09,2024-10-02 15:27:09
MTR000504,MITRA-2026-00504,AKUN005754,ADM000118,LOK005093,JM03,AKTIF,PROVINSI,CV Pusat Ekspor Pemula,CV Pusat Ekspor Pemula,2262436004564,,Khusnul Harlitasari,Kepala Divisi UMKM,0856144825639,halo04.cv-pusat-ekspor-pemula@ac.id,"Jl. Dr. Rajiman Kav. 214 Blok A, kantor operasional CV Pusat Ekspor Pemula",Jawa-Bali,"CV Pusat Ekspor Pemula mendukung UMKM melalui kurasi produk, kemitraan penjualan, bantuan alat pada bidang desain kemasan, distribusi, pemasaran. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000504.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000504.webp,true,false,,,2024-06-15 19:40:39,2024-07-21 19:40:39
MTR000505,MITRA-2026-00505,AKUN005755,ADM000126,LOK005116,JM09,AKTIF,KABUPATEN,Akselerator Sentra Pameran,Akselerator Sentra Pameran Mandiri,,82.047.710.2-144.070,Wulan Aryati,Business Development,085284361687,akselerator-sentra-pameran505@gmail.com,"Jl. Sawo Gang Pandan No. 24, kantor operasional Akselerator Sentra Pameran",Online Nasional,"Akselerator Sentra Pameran berperan sebagai mitra pendamping yang menyediakan kelas pelatihan, pendampingan konten, promosi digital bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000505.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000505.webp,true,false,,,2024-04-11 17:10:16,2024-05-19 17:10:16
MTR000506,MITRA-2026-00506,AKUN005756,ADM000133,LOK005139,JM12,AKTIF,KABUPATEN,Pusat Ekspor Mandiri,Pusat Ekspor Mandiri Mandiri,1386467462283,,Mursid Artanti,Business Development,085566544876,halo-pusat-ekspor-mandiri@go.id,"Jl. Industri Kecil Kav. 232 Blok H, kantor operasional Pusat Ekspor Mandiri",Jawa-Bali,"Pusat Ekspor Mandiri mendukung UMKM melalui mentoring, pendampingan konten, kelas pelatihan, konsultasi legal pada bidang pembukuan, digitalisasi, legalitas usaha, pelatihan. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000506.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000506.webp,true,false,,,2024-02-19 13:46:39,2024-03-19 13:46:39
MTR000507,MITRA-2026-00507,AKUN005757,ADM000162,LOK005162,JM08,AKTIF,KABUPATEN,PT Kemasan Kreatif,PT Kemasan Kreatif,,46.180.526.4-191.571,Nur Nugraha,PIC CSR,088238874803,pt-kemasan-kreatif.kemitraan@ac.id,"Pasar Klewer Los C-158, kantor operasional PT Kemasan Kreatif",Jawa Tengah,"PT Kemasan Kreatif berperan sebagai mitra pendamping yang menyediakan kurasi produk, konsultasi ekspor, pendampingan konten bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000507.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000507.webp,true,false,,,2026-03-07 07:49:48,2026-04-09 07:49:48
MTR000508,MITRA-2026-00508,AKUN005758,ADM000172,LOK005185,JM07,AKTIF,KABUPATEN,PT Gerai Kurasi Produk,PT Gerai Kurasi Produk,2209638084426,,Putri Rohmah,Manajer Program,085161498279,admin-pt-gerai-kurasi-produk@ac.id,"Jl. Pasar Kliwon No. 99 RT 01/RW 10, kantor operasional PT Gerai Kurasi Produk",Nasional,"PT Gerai Kurasi Produk mendukung UMKM melalui kurasi produk, promosi digital pada bidang pemasaran, promosi digital, akses marketplace, digitalisasi. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000508.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000508.webp,true,false,,,2025-09-03 21:25:21,2025-09-05 21:25:21
MTR000509,MITRA-2026-00509,AKUN005759,ADM000012,LOK005208,JM06,AKTIF,PROVINSI,Bank Akselerator Pasar Digital,Bank Akselerator Pasar Digital Mandiri,2119320091041,69.073.783.6-231.351,Aulia Pratiwi,Kepala Divisi UMKM,08887599715,bank-akselerator-pasar-digital.sales@co.id,"Kompleks Ruko Sumber Rejeki Blok E No. 3, kantor operasional Bank Akselerator Pasar Digital",Kabupaten/Kota,"Bank Akselerator Pasar Digital membuka program kolaborasi untuk UMKM pada bidang legalitas usaha, pendampingan bisnis dengan bentuk dukungan kurasi produk, pinjaman lunak, konsultasi legal.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000509.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000509.webp,true,false,,,2024-02-28 05:33:17,2024-04-17 05:33:17
MTR000510,MITRA-2026-00510,AKUN005760,ADM000202,LOK005231,JM09,AKTIF,PROVINSI,Inkubator Sinergi Nusantara,Inkubator Sinergi Nusantara Mandiri,1421724983584,38.400.487.7-331.311,Teguh Kusnadi,Manajer Program,08512458591,order.inkubator-sinergi-nusantara@go.id,"Jl. Industri Kecil KM 2.3, RT 06/RW 05, kantor operasional Inkubator Sinergi Nusantara",Jawa Tengah,"Inkubator Sinergi Nusantara mendukung UMKM melalui klinik konsultasi, mentoring, promosi digital, kurasi produk pada bidang riset produk, pemasaran. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000510.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000510.webp,true,false,,,2024-12-27 05:39:18,2025-03-04 05:39:18
MTR000511,MITRA-2026-00511,AKUN005761,ADM000226,LOK005254,JM07,AKTIF,PROVINSI,Marketplace Keuangan Rakyat,Marketplace Keuangan Rakyat Mandiri,,70.327.792.8-231.619,Kirana Saputra,PIC CSR,0811112759040,kemitraan-marketplace-keuangan-rakyat@ac.id,"Pasar Beringharjo Los B-42, kantor operasional Marketplace Keuangan Rakyat",Jawa Tengah,"Marketplace Keuangan Rakyat membuka program kolaborasi untuk UMKM pada bidang akses marketplace, digitalisasi, promosi digital, pemasaran dengan bentuk dukungan akses marketplace, klinik konsultasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000511.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000511.webp,true,false,,,2024-05-17 00:19:09,2024-08-04 00:19:09
MTR000512,MITRA-2026-00512,AKUN005762,ADM000008,LOK005277,JM05,AKTIF,NASIONAL,Komunitas Karya Bersama,Komunitas Karya Bersama Mandiri,,,Dimas Permata,Manajer Program,089570316434,kemitraan-komunitas-karya-bersama@or.id,"Jl. Slamet Riyadi KM 4.5, RT 04/RW 03, kantor operasional Komunitas Karya Bersama",Nasional,"Komunitas Karya Bersama mendukung UMKM melalui mentoring, kemitraan penjualan pada bidang akses marketplace, pendampingan bisnis. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000512.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000512.webp,true,false,,,2026-03-23 14:12:56,2026-05-28 14:12:56
MTR000513,MITRA-2026-00513,AKUN005763,ADM000232,LOK005300,JM08,AKTIF,LOKAL,CV Sentra Pendampingan,CV Sentra Pendampingan,,72.126.573.1-051.270,Aditya Mulyani,Kepala Divisi UMKM,088824804651,cv-sentra-pendampingan.info@gmail.com,"Kompleks Ruko Cemara Blok A No. 116, kantor operasional CV Sentra Pendampingan",Nasional,"CV Sentra Pendampingan mendukung UMKM melalui akses gudang, kurasi produk pada bidang distribusi, logistik, ekspor. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000513.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000513.webp,true,false,,,2025-12-07 05:57:26,2026-01-04 05:57:26
MTR000514,MITRA-2026-00514,AKUN005764,ADM000242,LOK005323,JM01,AKTIF,LOKAL,UPT Rumah Kemasan,UPT Rumah Kemasan Mandiri,1365872377092,,Naila Ungu,Koordinator Kemitraan,08514620590,upt-rumah-kemasan514@go.id,"Jl. Ahmad Yani Kav. 11 Blok E, kantor operasional UPT Rumah Kemasan",Solo Raya,"UPT Rumah Kemasan berperan sebagai mitra pendamping yang menyediakan kelas pelatihan, kurasi produk bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000514.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000514.webp,true,false,,,2024-06-30 07:55:13,2024-09-01 07:55:13
MTR000515,MITRA-2026-00515,AKUN005765,ADM000214,LOK005346,JM04,AKTIF,KABUPATEN,Politeknik Mandiri Sejahtera,Politeknik Mandiri Sejahtera Mandiri,3371959628547,63.340.813.3-275.421,Reza Yusnita,PIC CSR,089840851983,kemitraan.politeknik-mandiri-sejahtera@ac.id,"Jl. Tentara Pelajar KM 8.4, RT 13/RW 05, kantor operasional Politeknik Mandiri Sejahtera",Jawa-Bali,"Politeknik Mandiri Sejahtera mendukung UMKM melalui konsultasi legal, mentoring pada bidang pelatihan, digitalisasi. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000515.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000515.webp,true,false,,,2026-03-06 13:35:43,2026-03-18 13:35:43
MTR000516,MITRA-2026-00516,AKUN005766,ADM000166,LOK005369,JM07,AKTIF,KABUPATEN,Marketplace Pasar Online Indonesia,Marketplace Pasar Online Indonesia Mandiri,1485074056770,65.325.870.4-397.303,Raihan Sulistyo,Business Development,088130387632,kemitraan16.marketplace-pasar-online-indonesia@corp.id,"Sentra UMKM Pucangsawit, Kios B24, kantor operasional Marketplace Pasar Online Indonesia",Kabupaten/Kota,"Marketplace Pasar Online Indonesia berperan sebagai mitra pendamping yang menyediakan klinik konsultasi, kemitraan penjualan, akses marketplace bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000516.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000516.webp,true,false,,,2026-02-20 23:50:44,2026-05-11 23:50:44
MTR000517,MITRA-2026-00517,AKUN005767,ADM000073,LOK005392,JM01,AKTIF,LOKAL,Badan Pasar Rakyat,Badan Pasar Rakyat Mandiri,,82.291.657.5-532.753,Lolo Gunawan,PIC CSR,0851656946814,info17.badan-pasar-rakyat@gmail.com,"Pasar Tembalang Los D-13, kantor operasional Badan Pasar Rakyat",Solo Raya,"Badan Pasar Rakyat mendukung UMKM melalui fasilitasi sertifikasi, pendampingan konten, kurasi produk pada bidang pendampingan bisnis, pelatihan, legalitas usaha. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000517.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000517.webp,true,false,,,2025-06-18 16:43:02,2025-08-24 16:43:02
MTR000518,MITRA-2026-00518,AKUN005768,ADM000186,LOK005415,JM01,AKTIF,NASIONAL,Dinas Nusantara Berdaya,Dinas Nusantara Berdaya Mandiri,9199955927003,,Najma Prabawa,Business Development,0898595434775,sales-dinas-nusantara-berdaya@ac.id,"Jl. Lingkar Utara No. 82 RT 14/RW 06, kantor operasional Dinas Nusantara Berdaya",Nasional,"Dinas Nusantara Berdaya berperan sebagai mitra pendamping yang menyediakan pendampingan konten, konsultasi legal, kelas pelatihan bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000518.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000518.webp,true,false,,,2024-01-07 13:35:53,2024-01-17 13:35:53
MTR000519,MITRA-2026-00519,AKUN005769,,LOK005438,JM01,NONAKTIF,LOKAL,UPT Sahabat Produk Lokal,UPT Sahabat Produk Lokal Mandiri,,40.490.657.7-513.769,Rama Rahman,Business Development,085650728021,info.upt-sahabat-produk-lokal@go.id,"Kompleks Ruko Griya Usaha Blok B No. 224, kantor operasional UPT Sahabat Produk Lokal",Online Nasional,"UPT Sahabat Produk Lokal berperan sebagai mitra pendamping yang menyediakan fasilitasi sertifikasi, klinik konsultasi, konsultasi legal bagi UMKM terkurasi.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000519.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000519.webp,false,false,,,2024-06-11 13:49:39,2024-07-14 13:49:39
MTR000520,MITRA-2026-00520,AKUN005770,ADM000108,LOK005461,JM07,AKTIF,LOKAL,Marketplace Sahabat UMKM,Marketplace Sahabat UMKM Mandiri,,,Eka Hidayat,Manajer Program,0813445280215,kemitraan.marketplace-sahabat-umkm@co.id,"Jl. Letjen Suprapto No. 16 RT 10/RW 06, kantor operasional Marketplace Sahabat UMKM",Nasional,"Marketplace Sahabat UMKM mendukung UMKM melalui kemitraan penjualan, klinik konsultasi, akses marketplace, promosi digital pada bidang promosi digital, akses marketplace, digitalisasi. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000520.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000520.webp,true,false,,,2024-09-19 18:33:53,2024-10-11 18:33:53
MTR000521,MITRA-2026-00521,AKUN005771,ADM000172,LOK005484,JM04,AKTIF,KABUPATEN,Institut Logistik Prima,Institut Logistik Prima Mandiri,,44.337.684.9-193.539,Rizqi Cahyani,Koordinator Kemitraan,08221025236,order.institut-logistik-prima@corp.id,"Jl. Pasar Kliwon No. 229 RT 13/RW 09, kantor operasional Institut Logistik Prima",Jawa Tengah,"Institut Logistik Prima mendukung UMKM melalui klinik konsultasi, mentoring, kelas pelatihan, kurasi produk pada bidang digitalisasi, pendampingan bisnis, pelatihan. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000521.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000521.webp,true,false,,,2024-11-25 15:01:40,2025-02-12 15:01:40
MTR000522,MITRA-2026-00522,AKUN005772,ADM000004,LOK005507,JM07,AKTIF,KABUPATEN,Marketplace Tumbuh Bersama,Marketplace Tumbuh Bersama Mandiri,3144577527401,82.308.667.1-364.447,Lukman Amin,PIC CSR,081397731207,halo22.marketplace-tumbuh-bersama@gmail.com,"Jl. Perintis Kemerdekaan Gang Anggrek No. 59, kantor operasional Marketplace Tumbuh Bersama",Solo Raya,"Marketplace Tumbuh Bersama mendukung UMKM melalui kemitraan penjualan, pendampingan konten, kurasi produk, klinik konsultasi pada bidang pemasaran, digitalisasi, akses marketplace. Fokus program disesuaikan dengan kebutuhan legalitas, pemasaran, dan peningkatan kapasitas usaha.",https://cdn.umkmtumbuh.local/mitra/logo/mtr000522.webp,https://cdn.umkmtumbuh.local/mitra/cover/mtr000522.webp,true,false,,,2025-06-08 09:33:51,2025-06-21 09:33:51
