akun_id,peran_id,nama_lengkap,email,no_hp,password_hash,status_aktif,email_verified_at,last_login_at,created_at,updated_at
AKUN002971,UMKM,Wulan Sari,wulansari971@mail.com,085856467723,sha256$DxZAK-3q58PgUvbQckoJHA$a980ee5f34caabb8debfd7c12216573dd2d0e19e9148664a9cddc5fe5f47e684,true,2025-02-13 09:18:25,,2025-02-10 14:18:25,2025-02-10 14:18:25
AKUN002972,UMKM,Mursid Puspita,mursidpuspita972@mail.com,0812513697566,sha256$qE0DlG5NfYOdmRhu5Iw9yA$5ab3fa1ad2b45a57ed73882cf97e20b9c90648b35269b2ff65c014b678ce4362,true,2025-11-27 13:08:33,2026-02-21 04:26:41,2025-11-23 14:08:33,2026-02-21 04:26:41
AKUN002973,UMKM,Nur Aryati,na02973@yahoo.co.id,0897877429876,sha256$8Cwns6M1xZyNcNIzLxQ_ag$96f7312a0df57f72e97f45c143249586a787f343bb123bf9e4af985ec48c8c64,true,2025-06-08 15:54:30,2025-08-21 17:00:37,2025-06-06 15:54:30,2025-08-21 17:00:37
AKUN002974,UMKM,Putri Afifansyah,pa02974@outlook.com,081138125115,sha256$IShi9ZDyiRPZEj7kYaeDUw$744852342a34243df59704e308295e577355d71784a744d214f69d38269b4faf,true,2025-05-01 07:44:35,2026-05-14 14:50:34,2025-04-27 07:44:35,2026-05-14 14:50:34
AKUN002975,UMKM,Aulia Wicaksono,aulia.02975@bisnis.id,085581610797,sha256$A1_YPFLTrTY20-i1G6GYsA$4068d1bdf96a7fa8daaaacfdee26c1e4dc1c1448aebdd817be6c097d8de11b19,false,2025-01-20 01:32:02,,2025-01-16 04:32:02,2025-01-16 04:32:02
AKUN002976,UMKM,Teguh Herlambang,teguh_herlambang.2976@mail.com,08817291738,sha256$PMmDP1KgLRYIMi-kgMQ3ZQ$25031cf342add03a7d8709a6fd74d5d56254e1dc5140604284bb10f7072b8713,false,2026-01-15 23:29:08,2026-04-05 02:53:00,2026-01-12 06:29:08,2026-04-05 02:53:00
AKUN002977,UMKM,Kirana Setyowati,ks02977@gmail.com,088182140094,sha256$vqDPUJmRxwXM0Xa8pZrn1A$16bc01bcaec960d7b5615136a1aeea5d4412c6b94c315975c6a3a4f528183743,true,2024-08-12 01:58:54,2026-05-08 08:37:36,2024-08-10 04:58:54,2026-05-08 08:37:36
AKUN002978,UMKM,Dimas Asih,dimas.asih68@mail.com,089918960117,sha256$kLhsO7HwbXgZXcDoMfHGqg$e102652ae2ca2f5fbf805964072cc66c34d622321015e921cc24823950c49e6b,true,2025-10-13 05:46:51,2026-01-21 12:41:43,2025-10-11 18:46:51,2026-01-21 12:41:43
AKUN002979,UMKM,Aditya Wahyuni,adityawahyuni979@umkm.id,089837953403,sha256$5c8LwcjBqIROnqqzeq85UA$6f5c6d890b2361eeaa2e1f8ad82aac028216ad11dd1a86081051ae62e31854f8,true,2024-11-28 23:18:43,2026-02-24 08:52:12,2024-11-27 19:18:43,2026-02-24 08:52:12
AKUN002980,UMKM,Naila Pramono,nailapramono980@yahoo.co.id,089516753691,sha256$hJzXtMHX59XQ62uMYQa5dw$88ab85aff290ccd0a80146e237f4ccab72224f95938b494d66305d2c11093c81,true,2024-12-08 21:56:51,2025-01-29 22:35:39,2024-12-07 04:56:51,2025-01-29 22:35:39
AKUN002981,UMKM,Reza Amin,rezaamin981@gmail.com,08514510916,sha256$fPkMQM48H9aJQbMxEg4faw$9c150516f234c191aa0fb9eaaa3595eee5fb2d1503e5fe0ff8fca94385c3cce9,true,2024-01-24 12:27:12,2025-08-24 15:57:13,2024-01-22 22:27:12,2025-08-24 15:57:13
AKUN002982,UMKM,Raihan Mahardika,rm02982@gmail.com,08121270478,sha256$vjD9ZVLfoW1CQ1EIYOEfzQ$6c710d23a37af27f1614d98929ccc90c49bc352386ce9c297a7680a63320b83a,true,2024-02-08 04:26:32,2024-05-05 05:13:49,2024-02-05 10:26:32,2024-05-05 05:13:49
AKUN002983,UMKM,Viola Nugraha,vn02983@yahoo.co.id,082189716201,sha256$AhLn7SmvBvcIM9Cd9smVaw$230a4feae8a359e76b497d567332f759753a4e8f252e485ecb85c06bed89e302,true,2024-08-09 11:05:59,,2024-08-06 10:05:59,2024-08-06 10:05:59
AKUN002984,UMKM,Aisyah Rohmah,aisyahrohmah984@outlook.com,088869268311,sha256$JTmJZASGv3C5gQmBd_t7Vw$9af42b424bf8896f425a5d78dd10901cbc1da9b352eb155a0ea232397ce72877,true,2026-03-08 10:02:58,2026-04-05 11:51:53,2026-03-06 00:02:58,2026-04-05 11:51:53
AKUN002985,UMKM,Sofyan Pratiwi,sofyan_pratiwi.2985@outlook.com,085578765648,sha256$u2Q7c7o54FlZn4NlZvReAw$10a4e38f49cfec511c03a9d6eaec4aaefa6227496a6493beb23f684221147571,true,2024-11-09 11:00:35,2025-01-12 16:43:17,2024-11-06 21:00:35,2025-01-12 16:43:17
AKUN002986,UMKM,Sri Kusnadi,sri.02986@yahoo.co.id,08557168762,sha256$mxv15ToSO_7mCevsSZQB7A$c032538ac9f1a6d0445b07aa0574f37b20be4e7247c5473c1a4c248a9997c0c3,true,2024-11-28 11:04:24,2026-02-27 20:27:43,2024-11-24 11:04:24,2026-02-27 20:27:43
AKUN002987,UMKM,Tania Saputra,taniasaputra987@yahoo.co.id,0856190017193,sha256$KZAuYpaXJMP0RlQotjiEiQ$ed6d8f0375a5a44afa8d9f79c035da31b430a9d3e0814e026ca8156a276c1ea1,true,2024-10-23 00:24:21,,2024-10-19 04:24:21,2024-10-19 04:24:21
AKUN002988,UMKM,Suhartini Permata,suhartini_permata.2988@outlook.com,08827423205,sha256$D6qN0zoo8wdDZ7K_hJRonA$37222efbb12126ceda217570275e7a0c97ebd391522ce1c4ad60ee09b496aed2,false,2026-04-14 07:50:53,,2026-04-11 01:50:53,2026-04-11 01:50:53
AKUN002989,UMKM,Rois Haunan,rois.02989@mail.com,088167969124,sha256$IQYmmhuTwKa5JPaC9fWp1Q$78a6c3c636947c9373bd669674ccbdebbdbfc1e39c347e492b0c9826bb9c15cb,true,2025-11-15 07:36:29,,2025-11-13 04:36:29,2025-11-13 04:36:29
AKUN002990,UMKM,Darsih Hylmi,darsihhylmi990@mail.com,081152796375,sha256$Cj9k3UPMBDIV04LxjynjKg$a869bd43d0549c3391c5b09cddd457c29cfdd627a36519c87a2e3c809fe20528,true,2026-01-26 18:50:03,2026-03-06 03:42:43,2026-01-23 16:50:03,2026-03-06 03:42:43
AKUN002991,UMKM,Gita Lahadalia,gita-lahadalia-0847@yahoo.co.id,0895336540123,sha256$3k8mFScNupxAUPGLjnM_Ag$03d903a7eef58aff87c0398722cb2f1240f4bcfd4e85e76b95599532d7080043,true,2025-05-29 01:30:38,2025-08-14 12:40:18,2025-05-28 14:30:38,2025-08-14 12:40:18
AKUN002992,UMKM,Ahmad Syahputra,ahmad_syahputra.2992@outlook.com,08565490796,sha256$jw_5nBVkKI-aMA1LKuUe9w$52ea1d96b10fb56cc804d66ec876622719812f7370f3a36324eb204f87232163,true,2025-04-08 23:43:21,,2025-04-05 03:43:21,2025-04-05 03:43:21
AKUN002993,UMKM,Hendra Susanti,hs02993@mail.com,0855765922652,sha256$qA2vKwa7sHJK2XkSH73a9Q$9b0941d001e962208d71e400bdd1313477b30237af8de60f9c360d200e3c0774,true,2026-02-13 00:03:51,,2026-02-11 16:03:51,2026-02-11 16:03:51
AKUN002994,UMKM,Fajar Rachman,fajar.rachman84@mail.com,085829972000,sha256$kvmVBmKM2FYqw8mfMeIa-Q$1f5a57b6104f66edbcd2b270f5b649bacf4854e4b26dd24e312096a0512b0368,true,2024-08-23 18:08:57,2024-11-10 20:03:02,2024-08-21 01:08:57,2024-11-10 20:03:02
AKUN002995,UMKM,Lestari Utami,lestari.02995@yahoo.co.id,08512100574,sha256$u0j0xyn_yWqTWkmHq8b5Lg$f2cab93b0381451dc2ef422031d46d741dfa3b3af207466df4bba4c8cdceec87,true,2025-09-25 10:31:02,2025-09-26 01:47:01,2025-09-25 03:31:02,2025-09-26 01:47:01
AKUN002996,UMKM,Andi Setiawan,as02996@outlook.com,088899203330,sha256$m9ZlEC5HPbqQzSrDTIxWJw$312b47353348b85f1033ec0660c3ea42ebf11f1dedfde0e5d2a97dad86fb41f4,true,2025-06-26 21:07:38,2026-01-24 06:56:59,2025-06-25 00:07:38,2026-01-24 06:56:59
AKUN002997,UMKM,Hana Fauzi,hana-fauzi-0949@yahoo.co.id,089582818192,sha256$YoIPJJUvIDxq1-X44WaLwQ$de515888531a68e6e4ff66263ffe80680e08142483042705c39321a50573a266,true,2026-04-01 13:00:03,2026-05-05 14:14:19,2026-03-31 10:00:03,2026-05-05 14:14:19
AKUN002998,UMKM,Vina Pertiwi,vinapertiwi998@outlook.com,0882698503629,sha256$GqiLfHA795KPacKbDF0RNw$dae8580741c001c79b8322a1bd02af73d3b21030965fc11207b8bf44bf1dd15e,false,2025-09-17 20:10:53,2025-11-27 10:39:13,2025-09-14 00:10:53,2025-11-27 10:39:13
AKUN002999,UMKM,Mega Herfina,mh02999@gmail.com,08535143983,sha256$Z3g0Hwy8Qpv2__3FjidKEw$0aa347ecf9b4776c8459d86cfd2619db64b1a4297bffd1d6eb88d2be4a27a3a0,true,2024-04-11 22:43:54,2024-07-28 03:00:07,2024-04-11 10:43:54,2024-07-28 03:00:07
AKUN003000,UMKM,Fikri Hermawan,fikrihermawan0@bisnis.id,081134637450,sha256$KNUq1YdTmuwYmiJ7_fVXnw$f6bb67dc7a6567e839fba0ffefded8a6c3e8d069d477f46b2b2dbe21ae1d4200,true,2024-12-13 14:23:28,2025-05-31 03:29:55,2024-12-13 05:23:28,2025-05-31 03:29:55
AKUN003001,UMKM,Rambat Hakim,rambat.hakim91@yahoo.co.id,087712955688,sha256$oJUPZvkgOoSqbAoURwTewA$62c1ba0ff4bf14d63ae2b97d642b7f25b0ad2c82e4114997c94599d4bfcacc1e,true,2024-10-05 17:42:25,2024-12-03 17:37:18,2024-10-04 13:42:25,2024-12-03 17:37:18
AKUN003002,UMKM,Prayuda Maharani,prayuda.03002@yahoo.co.id,08138205509,sha256$g7PiFmixvLnj0GwTtpVCHA$ca56149375c280254ad21102b83927a3a03ee931357f130878d9ba8d13f338c9,true,2024-07-22 21:29:51,2025-05-27 14:16:15,2024-07-22 19:29:51,2025-05-27 14:16:15
AKUN003003,UMKM,Dhea Prasetyo,dhea-prasetyo-1051@gmail.com,08122241583,sha256$Tgw98Er54BTwQC_y_pg49g$1b91ed037e847dbb3c3b6162ce1dad6cac4c1f759eac7a43fc34ddda48fb29c1,true,2024-02-08 15:54:47,2024-07-05 13:02:48,2024-02-06 16:54:47,2024-07-05 13:02:48
AKUN003004,UMKM,Yoga Purnomo,yoga.purnomo94@yahoo.co.id,08777229697,sha256$mKz-_YqJBMAxtsfmsNKdjA$44f359e17e039d658ecaceb178f5f25cf301c07d079b54d6f0e920925dd0fb70,true,2024-08-04 11:59:31,2024-11-01 03:34:54,2024-08-02 17:59:31,2024-11-01 03:34:54
AKUN003005,UMKM,Yuni Anwar,yuni.03005@icloud.com,0877170760477,sha256$wz64Qs6QneP-3QbrelWFZw$39b1034ea5d30f26196b2400cbd175ae0ed996c0210863a6de085fcf736a437c,true,2026-02-11 02:15:20,2026-04-02 20:52:46,2026-02-09 14:15:20,2026-04-02 20:52:46
AKUN003006,UMKM,Febri Astuti,febriastuti6@gmail.com,085839760212,sha256$lQHDiW_DkZD2MDHqehYj5w$94464a7b5c4c4c03f1554e2565adf2fd784278fcbd2fafc6b4bdacbe27fbfedd,true,2024-11-02 14:50:51,2024-12-08 16:15:15,2024-10-30 13:50:51,2024-12-08 16:15:15
AKUN003007,UMKM,Adit Artanti,aa03007@outlook.com,08538635226,sha256$M1q1nUVaBFb97_kUoqnXRw$0a5b4a33918268a591ce9ee1660a9e506b9162a04b133c364a33a647ff5420ff,true,2025-06-29 08:56:40,2026-05-30 04:09:50,2025-06-26 02:56:40,2026-05-30 04:09:50
AKUN003008,UMKM,Endang Cahyono,endang.cahyono1@mail.com,089748492448,sha256$MLHmJUgI7ta6yMLQ1DLqJA$4c80493eae34db542fb904e515f50adeee1ae1f91e2a8b1181917798e64a2cde,true,2025-09-19 05:28:13,,2025-09-16 17:28:13,2025-09-16 17:28:13
AKUN003009,UMKM,Mujiono Mutmainah,mujiono.03009@yahoo.co.id,08989051926,sha256$1-HopPL52MYOleEveP4_yQ$983b69978038bcf9a964e28ebd71cff5893071bef61073ed68c1e3b6d82770e0,true,2024-12-13 20:09:38,2026-03-03 18:55:08,2024-12-12 07:09:38,2026-03-03 18:55:08
AKUN003010,UMKM,Devi Kusumawati,devikusumawati10@mail.com,0881166471874,sha256$GW6B06i54PylqvLTXPwI5Q$560705261f61ad6e06780429cba792bb82dc8b576473f760ba0b8856d181eb52,true,2025-12-07 08:16:55,2026-03-20 11:20:30,2025-12-05 17:16:55,2026-03-20 11:20:30
AKUN003011,UMKM,Syifa Nuraini,sn03011@gmail.com,088818758735,sha256$E2mZ1YkdYzVYJ-Q8FNy2RA$4910254e7289e998e576f342648f2ed2858591c2551f78122f2325cfba3a1507,true,2024-05-27 03:42:09,2025-10-05 00:28:08,2024-05-26 11:42:09,2025-10-05 00:28:08
AKUN003012,UMKM,Dewi Nugroho,dewinugroho12@outlook.com,08224051371,sha256$8vdVQmxgfCl7OvxOpuJ7ug$0ece23f884e79b89b5f44121aacbe01a08cc6f43ee87a65ce99a73e2bd70afe4,true,2025-05-24 09:46:53,2026-01-26 09:24:45,2025-05-22 08:46:53,2026-01-26 09:24:45
AKUN003013,UMKM,Wahyu Ningsih,wahyu_ningsih.3013@yahoo.co.id,08535926755,sha256$yhKJ-tW2BVTG2fYCgpmGXQ$ca3b5a32adb3078870072d36c55658fe1831dd98a929faba4976232c9eeeb72e,true,2026-03-07 22:07:24,2026-03-11 12:09:37,2026-03-04 11:07:24,2026-03-11 12:09:37
AKUN003014,UMKM,Farhan Fitriani,farhanfitriani14@mail.com,087820737611,sha256$nHC3YeibF46vWW14ERfTkQ$e7fe547b64c7bdafe9bc63554c401ffd6fa47ab860995f1752a51de61550ce17,true,2024-06-13 18:41:00,2025-05-07 19:29:12,2024-06-11 10:41:00,2025-05-07 19:29:12
AKUN003015,UMKM,Salsa Azarel,salsaazarel15@icloud.com,0821153312324,sha256$bKFarIXLEgy9Xf1wMCSfNQ$d5f45cb6b1a8149fa822da511371ace328262ba84232f8f129e8891aec2b168a,true,2026-01-13 15:24:14,2026-01-15 04:07:46,2026-01-11 16:24:14,2026-01-15 04:07:46
AKUN003016,UMKM,Bagus Pangestu,bagus.03016@mail.com,082154868279,sha256$ISWS7NyStBRcJqKuA1Gb_Q$876e41dfb6fa07e8c2e91eaee8a852b04e8006820cceb5e29f7ae90fca22b40e,true,2025-12-18 05:33:56,2026-01-22 10:37:28,2025-12-15 15:33:56,2026-01-22 10:37:28
AKUN003017,UMKM,Niken Maryati,niken-maryati-1289@gmail.com,08229155161,sha256$2gNAh7SuzInkVXBwIHB6Hw$87aa0cb122ba34a14327e59b32e671987a3f92b52042bb809a8afa239f9ff36f,true,2026-05-12 03:09:07,2026-05-13 00:48:03,2026-05-08 14:09:07,2026-05-13 00:48:03
AKUN003018,UMKM,Dinda Sutrisno,dinda_sutrisno.3018@outlook.com,0821554333117,sha256$yINMPrr2q-byoMT2hoHv3A$dfb6e2e59538a8658a87000d1b8be27618b3c62f394ddba8f4183b78e074fb1f,true,2025-05-24 09:54:53,2026-04-28 06:40:44,2025-05-20 10:54:53,2026-04-28 06:40:44
AKUN003019,UMKM,Pram Prakoso,pram_prakoso.3019@gmail.com,088130726476,sha256$lSFAPI6Dc8qWe5TNinQcjQ$46a62a51b223914fa2d602943dd7ce84e08a4b1b7df0e56b40b663b2f50e64be,true,2025-04-25 20:19:34,2025-12-30 23:45:41,2025-04-23 20:19:34,2025-12-30 23:45:41
AKUN003020,UMKM,Adeliya Lestari,adeliyalestari20@gmail.com,085668969267,sha256$bbv63Mk6Fxup54W7TIhIjg$0ffedd3ac6da99860f071a8d8e149f424abcaef07eddab88fa3b5b9f87455206,true,2024-05-18 15:47:31,,2024-05-16 14:47:31,2024-05-16 14:47:31
AKUN003021,UMKM,Jonnathan Maulana,jonnathan-maulana-1357@gmail.com,087823476192,sha256$kDcPrSzLgS4zYGomgVCfPw$0f2653ea940dbb7cdfd44fe03b6693d5945df46e7e3b9ee1846dada176a0f6c6,true,2024-05-31 22:25:27,,2024-05-30 10:25:27,2024-05-30 10:25:27
AKUN003022,UMKM,Meiva Mulyani,meiva.mulyani15@outlook.com,0888115748448,sha256$IoPrZx4mTY5m9Mbv2t4V9A$a2cec7d0345cf4be83137c1631428629c9bb84941c0e8ef04ce2648bc04fb103,true,2026-03-22 00:27:54,2026-04-23 19:25:56,2026-03-21 08:27:54,2026-04-23 19:25:56
AKUN003023,UMKM,Zahra Ungu,zahra.03023@gmail.com,0858730846591,sha256$IM0fjbq4FvCTyhbKDVyExg$e8ba54cb1122423843449fa75ca642064e047726325ed39a29b1728e19fdfa1a,true,2024-05-20 01:45:16,2024-05-23 10:15:59,2024-05-20 00:45:16,2024-05-23 10:15:59
AKUN003024,UMKM,Irfan Subianto,is03024@mail.com,085265013688,sha256$rMFI_aqPzxqVTPugQKi8bQ$afa1b684e5044c35125cb695304bd653fab6030caabab65003de8620341308fc,true,2025-11-14 16:21:33,2026-02-02 02:52:36,2025-11-12 00:21:33,2026-02-02 02:52:36
AKUN003025,UMKM,Retno Ramdani,retno_ramdani.3025@gmail.com,085841097115,sha256$lqEUdjJjO_XstGp8VrPzfg$8fce3742f9b6d22eaad9dfd83ba430d980be3c0a9efc471e297b0c55afff169d,true,2026-02-24 11:00:47,2026-05-10 08:57:44,2026-02-24 01:00:47,2026-05-10 08:57:44
AKUN003026,UMKM,Naufal Wulandari,naufal-wulandari-1442@outlook.com,088232872919,sha256$jL_8kNNnZ_YYtWNiYZHHbA$c7266b71e887a33469f0db57b5e8489445ade20d0a30ee49074a13e905410eb9,true,2025-07-16 19:31:01,2025-09-06 02:24:26,2025-07-16 12:31:01,2025-09-06 02:24:26
AKUN003027,UMKM,Joko Pawestri,joko_pawestri.3027@yahoo.co.id,08219732736,sha256$Imsa28wMdZ4mf4Lpsh4ggQ$c0fbd3c98192f9d0de4e54aee4ec9049a5a34dbcf26f800c2f89ce12099eb844,true,2026-04-11 18:04:49,2026-04-11 05:04:36,2026-04-11 00:04:49,2026-04-11 05:04:36
AKUN003028,UMKM,Halimah Wibowo,halimah_wibowo.3028@mail.com,085845693343,sha256$MIqeBb0ieF1O2VFGc_XX2Q$5a10731258959419a56d3e6fc8942a11138f42a8f1d6ccf8805df136c908560a,true,2025-08-21 08:08:10,2026-05-01 13:19:54,2025-08-20 09:08:10,2026-05-01 13:19:54
AKUN003029,UMKM,Yuliana Rahmawati,yr03029@gmail.com,088888595266,sha256$tJNZI0QWv9uFnkbS-8jXlg$cf80682b2b3792155a15d98b164215c18ab5f987b16706a525a531c0a75262de,true,2024-07-08 09:00:10,2026-02-21 00:27:45,2024-07-04 13:00:10,2026-02-21 00:27:45
AKUN003030,UMKM,Nuraini Suryani,ns03030@mail.com,08814844335,sha256$rj5nBS9OWHNP79Y3Sn7s-A$8df604a0200c0d953a8637d7ef6bbe069bb0faf751c1972b4ccdfd701fcac6e9,true,2025-09-21 02:47:20,2025-10-10 06:59:05,2025-09-19 10:47:20,2025-10-10 06:59:05
AKUN003031,UMKM,Budi Hapsari,budihapsari31@gmail.com,088838850116,sha256$5yP1IfLnXuYI6jfScNXIag$8cfce0b31be458e7960decb1e6a3048c31c3ac6703ada6456fb10d97afcc94ad,true,2025-08-30 09:40:09,2026-04-14 14:30:58,2025-08-26 09:40:09,2026-04-14 14:30:58
AKUN003032,UMKM,Fitri Akmalin,fitri.akmalin25@icloud.com,085789215224,sha256$kWOxo-W_zJCnciFv3uto9A$6ea05adc9aabd658ff9cb47dfcab78b47f74d6930e16e15f5ab0dba4dcee34e8,true,2025-06-26 12:06:14,2025-08-22 20:03:42,2025-06-26 02:06:14,2025-08-22 20:03:42
AKUN003033,UMKM,Nadia Sulistyo,nadia.03033@yahoo.co.id,087891203905,sha256$mKKhI9NQtsiiK_sXau5tjg$3c539485c117b9a220edb6972724e26d215e65fc5b1aae1e69ac8c60b74631dd,true,2025-01-18 14:29:14,2025-01-24 19:14:15,2025-01-17 10:29:14,2025-01-24 19:14:15
AKUN003034,UMKM,Arif Gunawan,arif_gunawan.3034@outlook.com,089547405287,sha256$trzVNN8mUTBSKeZRy21S_Q$ec33a3fd7100e53ef643efb7f897b2762e5c6980c7da42d766638197af7eccec,true,2025-11-01 03:03:41,2026-04-02 12:20:08,2025-10-30 11:03:41,2026-04-02 12:20:08
AKUN003035,UMKM,Rahayu Prabawa,rahayu_prabawa.3035@mail.com,089640292254,sha256$zci8GZmtpV7lvlP214L1qQ$c2de3f220aa7420a5f235a55380a1e74529e2cb00660c8fb8f19b4eb2e0f66b6,true,2026-02-07 16:50:01,2026-03-01 05:04:42,2026-02-05 15:50:01,2026-03-01 05:04:42
AKUN003036,UMKM,Rifqi Rahman,rifqi.03036@outlook.com,08966509368,sha256$1A9wmog9qlaOFleGJAcHvQ$17b8df727d3f0d594f84c9ee83d7860e6c9b5cc7d0d4ded0457d02100afa0ba1,true,2025-03-19 00:33:19,2025-10-05 13:39:27,2025-03-18 09:33:19,2025-10-05 13:39:27
AKUN003037,UMKM,Citra Hidayat,ch03037@mail.com,081254243922,sha256$-8gGrVyUlAhrNi0Cn_gXrQ$61be36b06d9df0221f78d185cf10509486b050915d6e17438775825b25553e40,true,2025-11-13 11:38:28,2026-05-08 19:04:06,2025-11-13 02:38:28,2026-05-08 19:04:06
AKUN003038,UMKM,Rizka Cahyani,rizka_cahyani.3038@umkm.id,085822245731,sha256$M0hIwUxIbBFIjONi04GT7g$8ca7a87816b14250f59b1adbab4b978175ae03cc13aaeb83cba056a0658921be,true,2024-06-04 02:34:37,,2024-06-03 20:34:37,2024-06-03 20:34:37
AKUN003039,UMKM,Dwi Basuki,dwi.03039@umkm.id,081235441098,sha256$v7so6GlkkkEEaB20xDffuQ$942fc5692a640258681d7298031492ea4521398e8b53b9e35eed3c429ea2a716,true,2024-12-08 04:15:21,,2024-12-06 08:15:21,2024-12-06 08:15:21
AKUN003040,UMKM,Rasyid Manggala,rasyid.03040@icloud.com,0856241372955,sha256$PCGJiceddqyM6MS2krhUsw$76d734f9f0f28a0f9707fbb21951fca7ff8d7bfb517adc4cbbfe714f1005eae9,true,2025-07-17 02:02:50,,2025-07-14 18:02:50,2025-07-14 18:02:50
AKUN003041,UMKM,Anindya Kusuma,anindya_kusuma.3041@outlook.com,081197097575,sha256$hVVsXU2XpVQx9TIUBzed_Q$50da2cfdb83ba05506e5a1c2f0521e5c0f868450222f279c0fd8423a37b4bd83,true,2025-02-26 05:10:21,2025-07-28 08:37:48,2025-02-24 09:10:21,2025-07-28 08:37:48
AKUN003042,UMKM,Angelina Azzahra,angelinaazzahra42@gmail.com,085333173369,sha256$9PQwiYJRgOcQGcDZsD3UFA$bbd1620248b227aa086d6d0d0aef93d6dcd40cbfff12547a36a18f997b3c0b4c,true,2024-04-21 01:56:47,2024-12-28 07:57:29,2024-04-19 06:56:47,2024-12-28 07:57:29
AKUN003043,UMKM,Rama Anggraini,ramaanggraini43@mail.com,089639951405,sha256$jEExS48kGQp3EpinuBfCRQ$625bca9b34f66adda756bd504b50b7621a51c96980ecd95895b5a8cecd2b4ac4,true,2026-01-29 16:17:16,2026-01-27 05:44:32,2026-01-26 15:17:16,2026-01-27 05:44:32
AKUN003044,UMKM,Eka Wijayanti,eka.wijayanti37@outlook.com,0856161825687,sha256$CNXiY_758TS5chcjVthMYA$0e5f8a2b62cb9fb8914af09ebe7a85187855e8164c58ca8913c75b65ea14629d,true,2025-03-31 21:25:06,2026-01-31 10:24:55,2025-03-29 06:25:06,2026-01-31 10:24:55
AKUN003045,UMKM,Rizqi Handayani,rizqi.03045@outlook.com,08992042158,sha256$xjFhR3SWejiWgQNdigVrMg$e3396580daa66d79e5bca803390ae08f00eca0f487076426ae54ec968271ccb6,true,2026-03-29 00:29:03,2026-04-09 16:25:35,2026-03-25 19:29:03,2026-04-09 16:25:35
AKUN003046,UMKM,Lukman Wijaya,lukman.03046@mail.com,085134856257,sha256$C4O48f-xL5qlZ7mg45SePg$dfc5f93aff1de245fc94e51f28c7a7f017354a1d9d9fb22f5a68e3875ac0ed6e,true,2025-11-24 22:29:39,2026-03-28 16:21:47,2025-11-22 15:29:39,2026-03-28 16:21:47
AKUN003047,UMKM,Dewanto Amalia,dewanto.03047@umkm.id,082298161191,sha256$GpO8pqygu6uJ6MbGvie76Q$362b3301a2679e859bf6b02a5d7872e90ef4e7fd7f6f338c4443eae1aebf0e9e,true,2025-07-24 07:31:48,2025-08-07 01:51:53,2025-07-24 01:31:48,2025-08-07 01:51:53
AKUN003048,UMKM,Slamet Ade,slamet.ade41@mail.com,085515147510,sha256$FOuhGFotJgZRaJ86EjBbBw$aabbbaa242538fcb58b72a3878103a8eb5b2a6cf0524c27e8e0d2965f221d5f6,true,2026-02-16 18:06:26,2026-04-28 01:59:23,2026-02-12 19:06:26,2026-04-28 01:59:23
AKUN003049,UMKM,Rengga Syakira,renggasyakira49@mail.com,081286880024,sha256$UAWw_15i7ALshJWsKPd3ZA$024763b360c841bc21ab2184b632201c12fd811059d24fb95c4181d5b53ab92f,true,2024-12-26 10:50:58,2024-12-24 23:47:21,2024-12-24 06:50:58,2024-12-24 23:47:21
AKUN003050,UMKM,Rohman Fauziah,rohman.03050@mail.com,089941942106,sha256$lfJskLuKgWZN749_9hlYhA$c029f08e1e42e92eb1dc16df1d94746591a337637ce49bf5462356da84ab353a,false,2025-09-18 11:12:00,,2025-09-16 22:12:00,2025-09-16 22:12:00
AKUN003051,UMKM,Agus Widodo,aw03051@yahoo.co.id,0852500908156,sha256$YBictzmD0gvWV-7zbYPR4A$26ebf85f77b75aa67f504e655105375f7f4012dab265be63be1f47ee1730da6a,true,2025-01-13 16:51:08,2025-07-13 04:06:36,2025-01-12 13:51:08,2025-07-13 04:06:36
AKUN003052,UMKM,Tri Haryanto,tri.03052@outlook.com,08884516849,sha256$b1UaD1JU-vIuadlm-BXQ6Q$dda2037c09b3a6e79499f21fe3fe92f3a385bbf63c30827568f32bb067672c53,true,2026-05-14 20:19:35,2026-05-19 10:46:10,2026-05-13 18:19:35,2026-05-19 10:46:10
AKUN003053,UMKM,Intan Kurniawan,intan_kurniawan.3053@bisnis.id,0877724119214,sha256$jqBnOkDuciKvRlY18eCMIQ$c29ffd35f3e287810a5eee18fa22395f5f361ca6d3f36bf23af48665e331afa7,true,2025-08-30 01:38:14,2025-09-24 01:49:09,2025-08-27 05:38:14,2025-09-24 01:49:09
AKUN003054,UMKM,Nugroho Firmansyah,nf03054@outlook.com,089615016968,sha256$n0ew6QKUDjVw7CD57k_x-w$12e1504d74011f573c1609d319779524effda0df18be50417ce64e9d88edb668,true,2026-05-07 08:54:35,2026-05-11 16:16:04,2026-05-06 00:54:35,2026-05-11 16:16:04
AKUN003055,UMKM,Sekar Ramadhan,sekarramadhan55@icloud.com,0853197829757,sha256$i7W4g7nQR6B-7c1gys4WqQ$94afb1dc21b1c2fbdbfb41ca6daa2e195f15fe3c7304ff58430e8c90b397385b,true,2025-10-24 10:08:09,2026-05-25 14:24:31,2025-10-22 21:08:09,2026-05-25 14:24:31
